Error Threshold	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24	Hidden Size = 25	Hidden Size = 26	Hidden Size = 27	Hidden Size = 28	Hidden Size = 29	Hidden Size = 30
0.2	0.585419411506368	0.6007905138339921	0.5803689064558629	0.5957400087834871	0.5704874835309618	0.5805884936319718	0.6007905138339921	0.5953008344312694	0.5904699165568731	0.6005709266578831	0.5753184014053578	0.6054018445322793	0.5707070707070707	0.5911286780851999	0.5810276679841898	0.5904699165568731	0.6003513394817743	0.590689503732982	0.6157224418093983	0.5959595959595959	0.590689503732982	
0.15000000000000002	0.5707070707070707	0.564558629776021	0.575098814229249	0.6198945981554678	0.6251646903820817	0.6258234519104084	0.6249451032059726	0.5704874835309617	0.6047430830039526	0.6097935880544576	0.5693895476504172	0.6201141853315766	0.6150636802810716	0.6247255160298638	0.6451471234079931	0.6249451032059727	0.645147123407993	0.5953008344312694	0.6152832674571803	0.5948616600790514	0.5902503293807642	
0.10000000000000002	0.5948616600790514	0.6299956082564778	0.6102327624066753	0.6350461133069829	0.5707070707070707	0.6100131752305665	0.6247255160298638	0.6249451032059726	0.6297760210803688	0.5845410628019324	0.6251646903820818	0.6701800614844093	0.6196750109793588	0.6403162055335969	0.585199824330259	0.6497584541062802	0.6203337725076855	0.6602986385595081	0.6352657004830918	0.6354852876592008	0.6097935880544576	
0.05000000000000002	0.5750988142292489	0.6548089591567852	0.634387351778656	0.6357048748353096	0.6102327624066755	0.569828722002635	0.6253842775581906	0.5845410628019324	0.6054018445322793	0.5900307422046551	0.6054018445322793	0.6157224418093983	0.6350461133069828	0.5744400527009222	0.6440491875274483	0.5601668862538427	0.6545893719806762	0.6308739569609135	0.5957400087834871	0.6001317523056654	0.6007905138339921	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	10	0.2	52.17%
1	10	0.2	56.52%
2	10	0.2	68.18%
3	10	0.2	31.82%
4	10	0.2	54.55%
5	10	0.2	63.64%
6	10	0.2	72.73%
7	10	0.2	68.18%
8	10	0.2	59.09%
0	11	0.2	47.83%
1	11	0.2	56.52%
2	11	0.2	72.73%
3	11	0.2	36.36%
4	11	0.2	50%
5	11	0.2	63.64%
6	11	0.2	72.73%
7	11	0.2	77.27%
8	11	0.2	63.64%
0	12	0.2	47.83%
1	12	0.2	60.87%
2	12	0.2	68.18%
3	12	0.2	31.82%
4	12	0.2	50%
5	12	0.2	63.64%
6	12	0.2	72.73%
7	12	0.2	68.18%
8	12	0.2	59.09%
0	13	0.2	52.17%
1	13	0.2	52.17%
2	13	0.2	77.27%
3	13	0.2	45.45%
4	13	0.2	50%
5	13	0.2	63.64%
6	13	0.2	72.73%
7	13	0.2	63.64%
8	13	0.2	59.09%
0	14	0.2	52.17%
1	14	0.2	52.17%
2	14	0.2	72.73%
3	14	0.2	27.27%
4	14	0.2	40.91%
5	14	0.2	68.18%
6	14	0.2	72.73%
7	14	0.2	68.18%
8	14	0.2	59.09%
0	15	0.2	52.17%
1	15	0.2	52.17%
2	15	0.2	63.64%
3	15	0.2	36.36%
4	15	0.2	50%
5	15	0.2	54.55%
6	15	0.2	68.18%
7	15	0.2	77.27%
8	15	0.2	68.18%
0	16	0.2	52.17%
1	16	0.2	52.17%
2	16	0.2	72.73%
3	16	0.2	36.36%
4	16	0.2	50%
5	16	0.2	68.18%
6	16	0.2	77.27%
7	16	0.2	72.73%
8	16	0.2	59.09%
0	17	0.2	52.17%
1	17	0.2	60.87%
2	17	0.2	68.18%
3	17	0.2	31.82%
4	17	0.2	54.55%
5	17	0.2	63.64%
6	17	0.2	77.27%
7	17	0.2	63.64%
8	17	0.2	63.64%
0	18	0.2	52.17%
1	18	0.2	56.52%
2	18	0.2	63.64%
3	18	0.2	36.36%
4	18	0.2	54.55%
5	18	0.2	68.18%
6	18	0.2	72.73%
