Error Threshold	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24	Hidden Size = 25	Hidden Size = 26	Hidden Size = 27	Hidden Size = 28	Hidden Size = 29	Hidden Size = 30
0.2	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.8200000000000001	0.825	0.825	0.825	0.77	0.8150000000000001	0.6599999999999999	0.5349999999999999	0.7150000000000001	0.30999999999999994	
0.15000000000000002	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.8	0.825	0.825	0.825	0.75	0.825	0.825	0.825	0.825	0.6950000000000001	
0.10000000000000002	0.77	0.7899999999999998	0.7500000000000001	0.77	0.765	0.775	0.77	0.79	0.8	0.7899999999999999	0.78	0.77	0.7699999999999999	0.8150000000000001	0.8099999999999999	0.7849999999999999	0.78	0.775	0.7549999999999999	0.7899999999999999	0.78	
0.05000000000000002	0.75	0.75	0.735	0.76	0.76	0.7449999999999999	0.7749999999999999	0.7449999999999999	0.73	0.7	0.7050000000000001	0.7250000000000001	0.7449999999999999	0.7	0.7150000000000001	0.745	0.77	0.745	0.7	0.75	0.75	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	10	0.2	90%
1	10	0.2	85%
2	10	0.2	82.5%
3	10	0.2	77.5%
4	10	0.2	77.5%
0	11	0.2	90%
1	11	0.2	85%
2	11	0.2	82.5%
3	11	0.2	77.5%
4	11	0.2	77.5%
0	12	0.2	90%
1	12	0.2	85%
2	12	0.2	82.5%
3	12	0.2	77.5%
4	12	0.2	77.5%
0	13	0.2	90%
1	13	0.2	85%
2	13	0.2	82.5%
3	13	0.2	77.5%
4	13	0.2	77.5%
0	14	0.2	90%
1	14	0.2	85%
2	14	0.2	82.5%
3	14	0.2	77.5%
4	14	0.2	77.5%
0	15	0.2	90%
1	15	0.2	85%
2	15	0.2	82.5%
3	15	0.2	77.5%
4	15	0.2	77.5%
0	16	0.2	90%
1	16	0.2	85%
2	16	0.2	82.5%
3	16	0.2	77.5%
4	16	0.2	77.5%
0	17	0.2	90%
1	17	0.2	85%
2	17	0.2	82.5%
3	17	0.2	77.5%
4	17	0.2	77.5%
0	18	0.2	90%
1	18	0.2	85%
2	18	0.2	82.5%
3	18	0.2	77.5%
4	18	0.2	77.5%
0	19	0.2	90%
1	19	0.2	85%
2	19	0.2	82.5%
3	19	0.2	77.5%
4	19	0.2	77.5%
0	20	0.2	90%
1	20	0.2	85%
2	20	0.2	82.5%
3	20	0.2	77.5%
4	20	0.2	77.5%
0	21	0.2	90%
1	21	0.2	85%
2	21	0.2	82.5%
3	21	0.2	75%
4	21	0.2	77.5%
0	22	0.2	90%
1	22	0.2	85%
2	22	0.2	82.5%
3	22	0.2	77.5%
4	22	0.2	77.5%
0	23	0.2	90%
1	23	0.2	85%
2	23	0.2	82.5%
3	23	0.2	77.5%
4	23	0.2	77.5%
0	24	0.2	90%
1	24	0.2	85%
2	24	0.2	82.5%
3	24	0.2	77.5%
4	24	0.2	77.5%
0	25	0.2	90%
1	25	0.2	60%
2	25	0.2	82.5%
3	25	0.2	75%
4	25	0.2	77.5%
0	26	0.2	90%
1	26	0.2	85%
2	26	0.2	82.5%
3	26	0.2	77.5%
4	26	0.2	72.5%
0	27	0.2	20%
1	27	0.2	85%
2	27	0.2	82.5%
3	27	0.2	77.5%
4	27	0.2	65%
0	28	0.2	10%
1	28	0.2	85%
2	28	0.2	17.5%
3	28	0.2	77.5%
4	28	0.2	77.5%
0	29	0.2	90%
1	29	0.2	85%
2	29	0.2	82.5%
3	29	0.2	77.5%
4	29	0.2	22.5%
0	30	0.2	10%
1	30	0.2	15%
2	30	0.2	17.5%
3	30	0.2	77.5%
4	30	0.2	35%
0	10	0.15	90%
1	10	0.15	85%
2	10	0.15	82.5%
3	10	0.15	77.5%
4	10	0.15	77.5%
0	11	0.15	90%
1	11	0.15	85%
2	11	0.15	82.5%
3	11	0.15	77.5%
4	11	0.15	77.5%
0	12	0.15	90%
1	12	0.15	85%
2	12	0.15	82.5%
3	12	0.15	77.5%
4	12	0.15	77.5%
0	13	0.15	90%
1	13	0.15	85%
2	13	0.15	82.5%
3	13	0.15	77.5%
4	13	0.15	77.5%
0	14	0.15	90%
1	14	0.15	85%
2	14	0.15	82.5%
3	14	0.15	77.5%
4	14	0.15	77.5%
0	15	0.15	90%
1	15	0.15	85%
2	15	0.15	82.5%
3	15	0.15	77.5%
4	15	0.15	77.5%
0	16	0.15	90%
1	16	0.15	85%
