Error Threshold	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24	Hidden Size = 25	Hidden Size = 26	Hidden Size = 27	Hidden Size = 28	Hidden Size = 29	Hidden Size = 30
0.2	0.675341673013379	0.6753049420400233	0.6792006740508416	0.6588906946201868	0.6532513657925194	0.6688237992719771	0.6779315814408137	0.6684077647778451	0.6645060358734176	0.6450168812555096	0.6549972114444718	0.6844112249854576	0.6515190131511877	0.67404559438211	0.6736070715369439	0.6688260481070806	0.6688477868464136	0.6532318758882898	0.6917724118906408	0.6636259917362806	0.666668665631203	
0.15000000000000002	0.7887406823265548	0.79176536554065	0.7211466960114661	0.7865840494623785	0.7922008899390116	0.7857212463943677	0.7822490449946927	0.7186894688551331	0.7156348011729924	0.7857242448411723	0.7978417179900811	0.7917691135991556	0.7969736676401624	0.7956633463865717	0.7766112153904278	0.803900079758685	0.7874363579665734	0.7117525621727945	0.7844289158216043	0.785263983256673	0.7735842833412292	
0.10000000000000002	0.7860675670002939	0.6949762523013079	0.8891856518323508	0.6930767362506222	0.7916889051471339	0.8792128177604001	0.7245356905123146	0.7934175097299598	0.8615009924858923	0.7857962075644817	0.8861392298789228	0.7862272342926365	0.8822502443734145	0.7896964372455069	0.8770554352845226	0.7973259851396977	0.8848528961997685	0.8761926322165119	0.7830353876691875	0.7830526287383135	0.8787952840428659	
0.05000000000000002	0.6078878640864032	0.8827434888727639	0.8393019915683676	0.7710386020041619	0.8204267689336924	0.9506538113257332	0.8420823013678914	0.6120227222298849	0.7097863306807075	0.951511367111836	0.9554108471811601	0.8368919899492063	0.9528111938016107	0.8368927395609074	0.8230241734781384	0.9437288984306129	0.8542027729636048	0.9519461418984966	0.951511367111836	0.9489154617907923	0.8580887600223085	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	10	0.2	67.65%
1	10	0.2	63.49%
2	10	0.2	70.02%
3	10	0.2	68.98%
0	11	0.2	71.28%
1	11	0.2	68.34%
2	11	0.2	63.78%
3	11	0.2	66.72%
0	12	0.2	70.93%
1	12	0.2	69.55%
2	12	0.2	68.11%
3	12	0.2	63.08%
0	13	0.2	67.47%
1	13	0.2	60.55%
2	13	0.2	67.59%
3	13	0.2	67.94%
0	14	0.2	67.3%
1	14	0.2	62.28%
2	14	0.2	60.31%
3	14	0.2	71.4%
0	15	0.2	67.3%
1	15	0.2	68.17%
2	15	0.2	64.12%
3	15	0.2	67.94%
0	16	0.2	65.74%
1	16	0.2	67.65%
2	16	0.2	68.8%
3	16	0.2	68.98%
0	17	0.2	65.4%
1	17	0.2	66.09%
2	17	0.2	66.72%
3	17	0.2	69.15%
0	18	0.2	64.88%
1	18	0.2	67.13%
2	18	0.2	68.28%
3	18	0.2	65.51%
0	19	0.2	64.19%
1	19	0.2	65.92%
2	19	0.2	64.64%
3	19	0.2	63.26%
0	20	0.2	62.46%
1	20	0.2	64.19%
2	20	0.2	68.8%
3	20	0.2	66.55%
0	21	0.2	70.24%
1	21	0.2	67.65%
2	21	0.2	68.63%
3	21	0.2	67.24%
0	22	0.2	65.05%
1	22	0.2	64.36%
2	22	0.2	64.82%
3	22	0.2	66.38%
0	23	0.2	65.22%
1	23	0.2	65.05%
2	23	0.2	69.15%
3	23	0.2	70.19%
0	24	0.2	65.22%
1	24	0.2	66.26%
2	24	0.2	67.94%
3	24	0.2	70.02%
0	25	0.2	67.65%
1	25	0.2	67.3%
2	25	0.2	68.63%
3	25	0.2	63.95%
0	26	0.2	64.71%
1	26	0.2	65.22%
2	26	0.2	72.96%
3	26	0.2	64.64%
0	27	0.2	69.2%
1	27	0.2	64.88%
2	27	0.2	63.6%
3	27	0.2	63.6%
0	28	0.2	68.69%
1	28	0.2	70.24%
2	28	0.2	66.55%
3	28	0.2	71.23%
0	29	0.2	66.44%
1	29	0.2	68.69%
2	29	0.2	63.43%
3	29	0.2	66.9%
0	30	0.2	67.65%
1	30	0.2	65.22%
2	30	0.2	64.64%
3	30	0.2	69.15%
0	10	0.15	80.1%
1	10	0.15	78.55%
2	10	0.15	80.59%
3	10	0.15	76.26%
0	11	0.15	79.93%
1	11	0.15	80.62%
2	11	0.15	76.6%
3	11	0.15	79.55%
0	12	0.15	79.76%
1	12	0.15	79.58%
2	12	0.15	79.2%
3	12	0.15	49.91%
0	13	0.15	78.37%
1	13	0.15	78.03%
2	13	0.15	78.68%
3	13	0.15	79.55%
0	14	0.15	82.53%
1	14	0.15	77.51%
2	14	0.15	77.64%
3	14	0.15	79.2%
0	15	0.15	79.24%
1	15	0.15	76.3%
2	15	0.15	78.16%
3	15	0.15	80.59%
0	16	0.15	77.34%
1	16	0.15	79.58%
2	16	0.15	77.47%
3	16	0.15	78.51%
0	17	0.15	76.82%
1	17	0.15	49.65%
2	17	0.15	78.86%
3	17	0.15	82.15%
0	18	0.15	49.83%
1	18	0.15	81.66%
2	18	0.15	77.47%
3	18	0.15	77.3%
0	19	0.15	79.41%
1	19	0.15	75.43%
2	19	0.15	78.16%
3	19	0.15	81.28%
0	20	0.15	79.93%
1	20	0.15	78.2%
2	20	0.15	80.24%
3	20	0.15	80.76%
0	21	0.15	80.97%
1	21	0.15	78.72%
2	21	0.15	76.78%
3	21	0.15	80.24%
0	22	0.15	83.22%
1	22	0.15	75.26%
2	22	0.15	79.03%
3	22	0.15	81.28%
0	23	0.15	82.87%
1	23	0.15	78.03%
2	23	0.15	75.39%
3	23	0.15	81.98%
0	24	0.15	81.66%
1	24	0.15	76.47%
2	24	0.15	75.22%
3	24	0.15	77.3%
0	25	0.15	81.49%
1	25	0.15	78.37%
2	25	0.15	78.86%
3	25	0.15	82.84%
0	26	0.15	80.62%
1	26	0.15	79.07%
2	26	0.15	75.91%
3	26	0.15	79.38%
0	27	0.15	49.83%
1	27	0.15	77.68%
2	27	0.15	77.64%
3	27	0.15	79.55%
0	28	0.15	77.34%
1	28	0.15	76.47%
2	28	0.15	79.72%
3	28	0.15	80.24%
0	29	0.15	82.18%
1	29	0.15	78.89%
2	29	0.15	73.83%
3	29	0.15	79.2%
0	30	0.15	79.41%
1	30	0.15	77.34%
2	30	0.15	74.7%
3	30	0.15	77.99%
0	10	0.1	88.06%
