Error Threshold	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24	Hidden Size = 25	Hidden Size = 26	Hidden Size = 27	Hidden Size = 28	Hidden Size = 29	Hidden Size = 30
0.2	0.6658008658008658	0.6683982683982682	0.6779220779220778	0.6714285714285714	0.6718614718614718	0.6805194805194805	0.6627705627705629	0.6632034632034631	0.6683982683982684	0.6705627705627706	0.6696969696969697	0.6714285714285714	0.6558441558441558	0.6649350649350649	0.6610389610389611	0.667965367965368	0.6584415584415584	0.6614718614718615	0.6623376623376622	0.6454545454545455	0.6567099567099566	
0.15000000000000002	0.7580086580086581	0.7679653679653681	0.7329004329004329	0.793073593073593	0.7852813852813852	0.7614718614718614	0.7922077922077922	0.7844155844155846	0.7844155844155845	0.748917748917749	0.7818181818181819	0.7904761904761906	0.7891774891774892	0.774891774891775	0.7835497835497834	0.7974025974025973	0.7965367965367964	0.780952380952381	0.7831168831168831	0.7567099567099567	0.7575757575757577	
0.10000000000000002	0.8419913419913421	0.8303030303030304	0.6900432900432901	0.8329004329004329	0.805194805194805	0.7662337662337663	0.8471861471861473	0.8095238095238095	0.8510822510822511	0.8805194805194805	0.8428571428571429	0.8428571428571429	0.7653679653679654	0.8441558441558442	0.810822510822511	0.8502164502164501	0.8636363636363636	0.7636363636363637	0.8878787878787879	0.8346320346320345	0.7991341991341991	
0.05000000000000002	0.7757575757575756	0.7484848484848485	0.7701298701298701	0.8229437229437231	0.8619047619047618	0.8528138528138527	0.883116883116883	0.8350649350649351	0.9324675324675326	0.7173160173160172	0.8476190476190476	0.9021645021645022	0.8528138528138529	0.7926406926406926	0.9471861471861471	0.903030303030303	0.9	0.9523809523809526	0.9047619047619048	0.8961038961038961	0.9025974025974026	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	10	0.2	67.1%
1	10	0.2	68.83%
2	10	0.2	67.1%
3	10	0.2	68.4%
4	10	0.2	71%
5	10	0.2	71%
6	10	0.2	60.17%
7	10	0.2	64.5%
8	10	0.2	66.67%
9	10	0.2	61.04%
0	11	0.2	64.07%
1	11	0.2	68.4%
2	11	0.2	69.26%
3	11	0.2	71%
4	11	0.2	66.23%
5	11	0.2	64.5%
6	11	0.2	72.29%
7	11	0.2	63.2%
8	11	0.2	64.5%
9	11	0.2	64.94%
0	12	0.2	64.07%
1	12	0.2	69.26%
2	12	0.2	70.56%
3	12	0.2	71%
4	12	0.2	70.56%
5	12	0.2	73.16%
6	12	0.2	69.26%
7	12	0.2	64.94%
8	12	0.2	64.07%
9	12	0.2	61.04%
0	13	0.2	66.23%
1	13	0.2	64.07%
2	13	0.2	69.26%
3	13	0.2	70.13%
4	13	0.2	67.97%
5	13	0.2	68.4%
6	13	0.2	68.83%
7	13	0.2	66.23%
8	13	0.2	63.2%
9	13	0.2	67.1%
0	14	0.2	67.53%
1	14	0.2	70.13%
2	14	0.2	71%
3	14	0.2	67.97%
4	14	0.2	68.83%
5	14	0.2	64.94%
6	14	0.2	68.4%
7	14	0.2	62.77%
8	14	0.2	62.34%
9	14	0.2	67.97%
0	15	0.2	63.64%
1	15	0.2	71.43%
2	15	0.2	69.7%
3	15	0.2	66.23%
4	15	0.2	68.83%
5	15	0.2	71.43%
6	15	0.2	72.73%
7	15	0.2	70.13%
8	15	0.2	64.07%
9	15	0.2	62.34%
0	16	0.2	64.07%
1	16	0.2	66.67%
2	16	0.2	67.97%
3	16	0.2	66.23%
4	16	0.2	70.13%
5	16	0.2	70.13%
6	16	0.2	67.53%
7	16	0.2	64.07%
8	16	0.2	64.07%
9	16	0.2	61.9%
0	17	0.2	61.47%
1	17	0.2	68.83%
2	17	0.2	68.83%
3	17	0.2	66.23%
4	17	0.2	71%
5	17	0.2	67.53%
6	17	0.2	61.9%
7	17	0.2	69.26%
8	17	0.2	64.07%
