Error Threshold	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24	Hidden Size = 25	Hidden Size = 26	Hidden Size = 27	Hidden Size = 28	Hidden Size = 29	Hidden Size = 30
0.2	0.6852813852813853	0.6536796536796536	0.6731601731601732	0.6727272727272727	0.674025974025974	0.6627705627705627	0.6670995670995671	0.661038961038961	0.6727272727272727	0.6774891774891776	0.6696969696969696	0.6666666666666666	0.6774891774891776	0.6679653679653681	0.6584415584415585	0.6774891774891775	0.670995670995671	0.6658008658008658	0.6718614718614719	0.6692640692640693	0.6541125541125542	
0.15000000000000002	0.7848484848484848	0.8008658008658008	0.6549783549783551	0.8038961038961038	0.7956709956709958	0.8012987012987013	0.7835497835497837	0.7818181818181819	0.7432900432900432	0.7883116883116883	0.7852813852813854	0.7463203463203464	0.7952380952380952	0.7831168831168832	0.790909090909091	0.780952380952381	0.7415584415584416	0.7896103896103895	0.7883116883116883	0.7822510822510823	0.7857142857142857	
0.10000000000000002	0.8813852813852813	0.88008658008658	0.825974025974026	0.7584415584415583	0.8774891774891774	0.8134199134199135	0.7575757575757575	0.7567099567099568	0.8142857142857144	0.761038961038961	0.7571428571428571	0.8844155844155844	0.8147186147186147	0.8835497835497835	0.8233766233766233	0.8160173160173159	0.8848484848484848	0.7389610389610389	0.8813852813852813	0.8818181818181818	0.8835497835497836	
0.05000000000000002	0.7822510822510823	0.7917748917748918	0.8753246753246753	0.7961038961038961	0.8025974025974026	0.78008658008658	0.8735930735930735	0.9515151515151515	0.938095238095238	0.7835497835497836	0.9458874458874459	0.9506493506493504	0.8645021645021645	0.9519480519480519	0.8774891774891774	0.9476190476190477	0.9454545454545454	0.9562770562770563	0.9424242424242424	0.8069264069264069	0.8865800865800866	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	10	0.2	69.61%
1	10	0.2	71.69%
2	10	0.2	65.97%
3	10	0.2	67.79%
4	10	0.2	68.05%
5	10	0.2	68.05%
0	11	0.2	65.71%
1	11	0.2	60%
2	11	0.2	64.16%
3	11	0.2	69.87%
4	11	0.2	62.6%
5	11	0.2	69.87%
0	12	0.2	69.35%
1	12	0.2	69.87%
2	12	0.2	64.94%
3	12	0.2	69.35%
4	12	0.2	64.68%
5	12	0.2	65.71%
0	13	0.2	60.78%
1	13	0.2	68.57%
2	13	0.2	67.01%
3	13	0.2	72.73%
4	13	0.2	68.31%
5	13	0.2	66.23%
0	14	0.2	68.83%
1	14	0.2	71.43%
2	14	0.2	66.75%
3	14	0.2	64.94%
4	14	0.2	64.42%
5	14	0.2	68.05%
0	15	0.2	68.31%
1	15	0.2	67.79%
2	15	0.2	65.97%
3	15	0.2	62.6%
4	15	0.2	67.53%
5	15	0.2	65.45%
0	16	0.2	64.42%
1	16	0.2	67.79%
2	16	0.2	67.79%
3	16	0.2	65.19%
4	16	0.2	64.94%
5	16	0.2	70.13%
0	17	0.2	66.75%
1	17	0.2	65.71%
2	17	0.2	65.45%
3	17	0.2	62.6%
4	17	0.2	67.27%
5	17	0.2	68.83%
0	18	0.2	68.57%
1	18	0.2	65.45%
2	18	0.2	70.39%
3	18	0.2	67.01%
4	18	0.2	61.56%
5	18	0.2	70.65%
0	19	0.2	68.31%
1	19	0.2	65.97%
2	19	0.2	67.53%
3	19	0.2	68.57%
4	19	0.2	64.16%
5	19	0.2	71.95%
0	20	0.2	69.87%
1	20	0.2	69.09%
2	20	0.2	65.19%
3	20	0.2	65.71%
4	20	0.2	61.82%
5	20	0.2	70.13%
0	21	0.2	64.42%
1	21	0.2	69.35%
2	21	0.2	68.05%
3	21	0.2	65.45%
4	21	0.2	64.42%
5	21	0.2	68.31%
0	22	0.2	70.39%
1	22	0.2	69.61%
2	22	0.2	67.27%
3	22	0.2	69.35%
4	22	0.2	63.9%
5	22	0.2	65.97%
