Error Threshold	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24	Hidden Size = 25	Hidden Size = 26	Hidden Size = 27	Hidden Size = 28	Hidden Size = 29	Hidden Size = 30
0.2	0.625	0.625	0.62	0.635	0.62	0.605	0.61	0.6150000000000001	0.62	0.625	0.6199999999999999	0.62	0.6150000000000001	0.62	0.6300000000000001	0.63	0.615	0.6399999999999999	0.6200000000000001	0.6100000000000001	0.615	
0.15000000000000002	0.6050000000000001	0.6849999999999999	0.5900000000000001	0.635	0.645	0.6500000000000001	0.625	0.62	0.6100000000000001	0.62	0.635	0.635	0.65	0.675	0.6250000000000001	0.6549999999999999	0.595	0.615	0.615	0.6250000000000001	0.6799999999999999	
0.10000000000000002	0.64	0.6	0.625	0.65	0.66	0.565	0.625	0.65	0.67	0.6449999999999999	0.685	0.5999999999999999	0.655	0.6249999999999999	0.6349999999999999	0.6649999999999999	0.6	0.6249999999999998	0.6449999999999999	0.63	0.605	
0.05000000000000002	0.635	0.5900000000000001	0.665	0.6649999999999999	0.6650000000000001	0.61	0.645	0.5900000000000001	0.58	0.655	0.65	0.6449999999999999	0.6899999999999998	0.615	0.6849999999999999	0.665	0.6449999999999999	0.6450000000000001	0.685	0.615	0.64	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	10	0.2	50%
1	10	0.2	60%
2	10	0.2	65%
3	10	0.2	50%
4	10	0.2	60%
5	10	0.2	70%
6	10	0.2	80%
7	10	0.2	65%
8	10	0.2	60%
9	10	0.2	65%
0	11	0.2	55%
1	11	0.2	55%
2	11	0.2	65%
3	11	0.2	55%
4	11	0.2	55%
5	11	0.2	65%
6	11	0.2	85%
7	11	0.2	65%
8	11	0.2	65%
9	11	0.2	60%
0	12	0.2	55%
1	12	0.2	60%
2	12	0.2	65%
3	12	0.2	50%
4	12	0.2	60%
5	12	0.2	50%
6	12	0.2	75%
7	12	0.2	60%
8	12	0.2	75%
9	12	0.2	70%
0	13	0.2	55%
1	13	0.2	60%
2	13	0.2	70%
3	13	0.2	50%
4	13	0.2	60%
5	13	0.2	65%
6	13	0.2	75%
7	13	0.2	60%
8	13	0.2	75%
9	13	0.2	65%
0	14	0.2	60%
1	14	0.2	65%
2	14	0.2	70%
3	14	0.2	50%
4	14	0.2	60%
5	14	0.2	60%
6	14	0.2	80%
7	14	0.2	60%
8	14	0.2	65%
9	14	0.2	50%
0	15	0.2	55%
1	15	0.2	60%
2	15	0.2	60%
3	15	0.2	50%
4	15	0.2	55%
5	15	0.2	55%
6	15	0.2	80%
7	15	0.2	65%
8	15	0.2	60%
9	15	0.2	65%
0	16	0.2	55%
1	16	0.2	60%
2	16	0.2	60%
3	16	0.2	50%
4	16	0.2	55%
5	16	0.2	60%
6	16	0.2	85%
7	16	0.2	60%
8	16	0.2	65%
9	16	0.2	60%
0	17	0.2	55%
1	17	0.2	60%
2	17	0.2	60%
3	17	0.2	45%
4	17	0.2	60%
5	17	0.2	65%
6	17	0.2	75%
7	17	0.2	65%
8	17	0.2	65%
9	17	0.2	65%
0	18	0.2	55%
1	18	0.2	60%
2	18	0.2	70%
3	18	0.2	45%
4	18	0.2	60%
5	18	0.2	70%
6	18	0.2	70%
7	18	0.2	65%
8	18	0.2	60%
9	18	0.2	65%
0	19	0.2	55%
1	19	0.2	60%
2	19	0.2	70%
3	19	0.2	55%
4	19	0.2	60%
5	19	0.2	55%
6	19	0.2	90%
7	19	0.2	60%
8	19	0.2	70%
9	19	0.2	50%
0	20	0.2	55%
1	20	0.2	60%
2	20	0.2	65%
3	20	0.2	50%
4	20	0.2	55%
5	20	0.2	65%
6	20	0.2	75%
7	20	0.2	60%
8	20	0.2	75%
9	20	0.2	60%
0	21	0.2	55%
1	21	0.2	55%
2	21	0.2	70%
3	21	0.2	45%
4	21	0.2	60%
5	21	0.2	60%
6	21	0.2	90%
7	21	0.2	65%
8	21	0.2	60%
9	21	0.2	60%
0	22	0.2	60%
1	22	0.2	60%
2	22	0.2	65%
3	22	0.2	50%
4	22	0.2	55%
5	22	0.2	65%
6	22	0.2	75%
7	22	0.2	65%
8	22	0.2	70%
9	22	0.2	50%
0	23	0.2	60%
1	23	0.2	55%
2	23	0.2	70%
3	23	0.2	50%
4	23	0.2	60%
5	23	0.2	60%
6	23	0.2	75%
7	23	0.2	65%
8	23	0.2	70%
9	23	0.2	55%
0	24	0.2	55%
1	24	0.2	60%
2	24	0.2	70%
3	24	0.2	55%
4	24	0.2	55%
5	24	0.2	60%
6	24	0.2	75%
7	24	0.2	65%
8	24	0.2	70%
9	24	0.2	65%
0	25	0.2	60%
1	25	0.2	55%
2	25	0.2	65%
3	25	0.2	50%
4	25	0.2	60%
5	25	0.2	60%
6	25	0.2	85%
7	25	0.2	65%
8	25	0.2	70%
9	25	0.2	60%
0	26	0.2	60%
1	26	0.2	60%
2	26	0.2	65%
3	26	0.2	50%
4	26	0.2	60%
5	26	0.2	60%
6	26	0.2	75%
7	26	0.2	65%
8	26	0.2	60%
9	26	0.2	60%
0	27	0.2	55%
