Error Threshold	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24	Hidden Size = 25	Hidden Size = 26	Hidden Size = 27	Hidden Size = 28	Hidden Size = 29	Hidden Size = 30
0.2	0.64	0.6000000000000001	0.6	0.6	0.595	0.625	0.63	0.61	0.62	0.62	0.6300000000000001	0.625	0.635	0.605	0.59	0.59	0.635	0.615	0.625	0.64	0.625	
0.15000000000000002	0.645	0.6200000000000001	0.65	0.605	0.655	0.6649999999999999	0.6499999999999999	0.6300000000000001	0.6449999999999999	0.64	0.6250000000000001	0.64	0.655	0.635	0.695	0.6300000000000001	0.6649999999999999	0.635	0.625	0.645	0.6000000000000001	
0.10000000000000002	0.61	0.6699999999999999	0.645	0.6799999999999999	0.615	0.62	0.69	0.6400000000000001	0.6100000000000001	0.635	0.6400000000000001	0.65	0.645	0.625	0.645	0.64	0.63	0.63	0.6649999999999999	0.6	0.645	
0.05000000000000002	0.6399999999999999	0.645	0.605	0.595	0.62	0.6300000000000001	0.625	0.585	0.6799999999999999	0.6399999999999999	0.6799999999999999	0.605	0.6249999999999999	0.6749999999999999	0.6799999999999999	0.65	0.655	0.6150000000000001	0.585	0.62	0.6599999999999999	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	10	0.2	68%
1	10	0.2	56%
2	10	0.2	60%
3	10	0.2	64%
4	10	0.2	72%
5	10	0.2	56%
6	10	0.2	72%
7	10	0.2	64%
0	11	0.2	68%
1	11	0.2	56%
2	11	0.2	60%
3	11	0.2	60%
4	11	0.2	64%
5	11	0.2	56%
6	11	0.2	60%
7	11	0.2	56%
0	12	0.2	56%
1	12	0.2	60%
2	12	0.2	52%
3	12	0.2	64%
4	12	0.2	68%
5	12	0.2	52%
6	12	0.2	68%
7	12	0.2	60%
0	13	0.2	60%
1	13	0.2	56%
2	13	0.2	52%
3	13	0.2	64%
4	13	0.2	76%
5	13	0.2	52%
6	13	0.2	60%
7	13	0.2	60%
0	14	0.2	60%
1	14	0.2	60%
2	14	0.2	56%
3	14	0.2	64%
4	14	0.2	72%
5	14	0.2	48%
6	14	0.2	68%
7	14	0.2	48%
0	15	0.2	64%
1	15	0.2	60%
2	15	0.2	60%
3	15	0.2	68%
4	15	0.2	80%
5	15	0.2	52%
6	15	0.2	64%
7	15	0.2	52%
0	16	0.2	60%
1	16	0.2	56%
2	16	0.2	60%
3	16	0.2	64%
4	16	0.2	72%
5	16	0.2	52%
6	16	0.2	76%
7	16	0.2	64%
0	17	0.2	64%
1	17	0.2	56%
2	17	0.2	60%
3	17	0.2	64%
4	17	0.2	72%
5	17	0.2	56%
6	17	0.2	56%
7	17	0.2	60%
0	18	0.2	60%
1	18	0.2	52%
2	18	0.2	60%
3	18	0.2	64%
4	18	0.2	72%
5	18	0.2	60%
6	18	0.2	68%
7	18	0.2	60%
0	19	0.2	64%
1	19	0.2	60%
2	19	0.2	64%
3	19	0.2	64%
4	19	0.2	64%
5	19	0.2	52%
6	19	0.2	68%
7	19	0.2	60%
0	20	0.2	76%
1	20	0.2	56%
2	20	0.2	60%
3	20	0.2	64%
4	20	0.2	64%
5	20	0.2	60%
6	20	0.2	68%
7	20	0.2	56%
0	21	0.2	60%
1	21	0.2	60%
2	21	0.2	60%
3	21	0.2	64%
4	21	0.2	68%
5	21	0.2	60%
6	21	0.2	64%
7	21	0.2	64%
0	22	0.2	72%
1	22	0.2	56%
2	22	0.2	60%
3	22	0.2	60%
4	22	0.2	68%
5	22	0.2	68%
6	22	0.2	64%
7	22	0.2	60%
0	23	0.2	68%
1	23	0.2	56%
2	23	0.2	60%
3	23	0.2	64%
4	23	0.2	68%
5	23	0.2	52%
6	23	0.2	60%
