Error Threshold	Hidden Size = 8	Hidden Size = 9	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24
0,2	0,6905797101449275	0,704951690821256	0,7128019323671498	0,7131642512077295	0,6920289855072465	0,6979468599033817	0,7091787439613526	0,7021739130434783	0,6835748792270532	0,6991545893719806	0,6998792270531401	0,6962560386473431	0,7167874396135265	0,6921497584541063	0,6852657004830918	0,7073671497584542	0,6740338164251208	
0,15000000000000002	0,7664251207729468	0,7804347826086957	0,7967391304347826	0,7981884057971014	0,8003623188405796	0,7893719806763285	0,8020531400966183	0,7891304347826087	0,7968599033816425	0,7967391304347826	0,7989130434782609	0,7985507246376811	0,7998792270531401	0,7932367149758454	0,7833333333333333	0,8113526570048308	0,8006038647342996	
0,10000000000000002	0,8789855072463769	0,8583333333333333	0,8789855072463767	0,889975845410628	0,8992753623188406	0,8323671497584542	0,8919082125603864	0,8954106280193237	0,882367149758454	0,8951690821256039	0,890096618357488	0,8676328502415459	0,8846618357487923	0,8879227053140095	0,8898550724637682	0,8846618357487923	0,8842995169082126	
0,05000000000000002	0,9119565217391304	0,8369565217391304	0,8952898550724638	0,9446859903381642	0,9596618357487924	0,8935990338164251	0,9541062801932366	0,959903381642512	0,9503623188405798	0,9506038647342995	0,9579710144927537	0,9671497584541063	0,9634057971014492	0,9560386473429952	0,9557971014492753	0,9632850241545894	0,9671497584541063	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	8	0,2	68,12%
1	8	0,2	70,4%
2	8	0,2	68,66%
0	9	0,2	71,34%
1	9	0,2	70,29%
2	9	0,2	69,86%
0	10	0,2	70,91%
1	10	0,2	71,38%
2	10	0,2	71,56%
0	11	0,2	70,47%
1	11	0,2	69,89%
2	11	0,2	73,59%
0	12	0,2	73,08%
1	12	0,2	66,99%
2	12	0,2	67,54%
0	13	0,2	70,4%
1	13	0,2	68,08%
2	13	0,2	70,91%
0	14	0,2	71,56%
1	14	0,2	70,33%
2	14	0,2	70,87%
0	15	0,2	69,31%
1	15	0,2	70,98%
2	15	0,2	70,36%
0	16	0,2	68,73%
1	16	0,2	69,28%
2	16	0,2	67,07%
0	17	0,2	69,75%
1	17	0,2	70,29%
2	17	0,2	69,71%
0	18	0,2	69,24%
1	18	0,2	70,94%
2	18	0,2	69,78%
0	19	0,2	69,75%
1	19	0,2	67,72%
2	19	0,2	71,41%
0	20	0,2	72,1%
1	20	0,2	74,17%
2	20	0,2	68,77%
0	21	0,2	68,19%
1	21	0,2	67,03%
2	21	0,2	72,43%
0	22	0,2	67,64%
1	22	0,2	67,57%
2	22	0,2	70,36%
0	23	0,2	69,35%
1	23	0,2	69,75%
2	23	0,2	73,12%
0	24	0,2	67,64%
1	24	0,2	64,35%
2	24	0,2	70,22%
0	8	0,15	80,69%
1	8	0,15	67,97%
2	8	0,15	81,27%
0	9	0,15	80,18%
1	9	0,15	79,71%
2	9	0,15	74,24%
0	10	0,15	81,85%
1	10	0,15	78,62%
2	10	0,15	78,55%
0	11	0,15	79,09%
1	11	0,15	80,22%
2	11	0,15	80,14%
0	12	0,15	79,06%
1	12	0,15	78,08%
2	12	0,15	82,97%
0	13	0,15	79,06%
1	13	0,15	78,08%
2	13	0,15	79,67%
0	14	0,15	79,06%
1	14	0,15	80,76%
2	14	0,15	80,8%
0	15	0,15	80,07%
1	15	0,15	78,7%
2	15	0,15	77,97%
0	16	0,15	77,97%
1	16	0,15	79,64%
2	16	0,15	81,45%
0	17	0,15	80,72%
1	17	0,15	78,59%
2	17	0,15	79,71%
0	18	0,15	81,88%
1	18	0,15	77,54%
2	18	0,15	80,25%
0	19	0,15	80,69%
1	19	0,15	80,33%
2	19	0,15	78,55%
0	20	0,15	77,9%
1	20	0,15	81,3%
2	20	0,15	80,76%
0	21	0,15	80,14%
1	21	0,15	78,12%
2	21	0,15	79,71%
0	22	0,15	77,36%
1	22	0,15	78,04%
2	22	0,15	79,6%
0	23	0,15	79,64%
1	23	0,15	84,64%
2	23	0,15	79,13%
0	24	0,15	80,18%
1	24	0,15	80,36%
2	24	0,15	79,64%
0	8	0,1	90,62%
1	8	0,1	87,46%
2	8	0,1	85,62%
0	9	0,1	88,91%
1	9	0,1	78,51%
2	9	0,1	90,07%
0	10	0,1	86,7%
1	10	0,1	88,48%
2	10	0,1	88,51%
0	11	0,1	90,62%
1	11	0,1	88,48%
2	11	0,1	87,9%
0	12	0,1	87,83%
1	12	0,1	91,81%
2	12	0,1	90,14%
0	13	0,1	89,96%
1	13	0,1	71,27%
2	13	0,1	88,48%
0	14	0,1	88,37%
1	14	0,1	88,51%
2	14	0,1	90,69%
0	15	0,1	88,95%
1	15	0,1	90,11%
2	15	0,1	89,57%
0	16	0,1	88,26%
1	16	0,1	88,48%
2	16	0,1	87,97%
0	17	0,1	89,96%
1	17	0,1	88,48%
2	17	0,1	90,11%
0	18	0,1	88,91%
1	18	0,1	88,51%
2	18	0,1	89,6%
0	19	0,1	83,37%
1	19	0,1	88,51%
2	19	0,1	88,41%
0	20	0,1	88,41%
1	20	0,1	89,06%
2	20	0,1	87,93%
0	21	0,1	89,46%
1	21	0,1	87,39%
2	21	0,1	89,53%
0	22	0,1	88,91%
1	22	0,1	88,48%
2	22	0,1	89,57%
0	23	0,1	88,95%
1	23	0,1	89,06%
2	23	0,1	87,39%
0	24	0,1	89,38%
1	24	0,1	87,43%
2	24	0,1	88,48%
0	8	0,05	95,04%
1	8	0,05	82,93%
2	8	0,05	95,62%
0	9	0,05	92,28%
1	9	0,05	79,06%
2	9	0,05	79,75%
0	10	0,05	95,58%
1	10	0,05	87,36%
2	10	0,05	85,65%
0	11	0,05	95,58%
1	11	0,05	95%
2	11	0,05	92,83%
0	12	0,05	96,05%
1	12	0,05	96,74%
2	12	0,05	95,11%
0	13	0,05	96,05%
1	13	0,05	95,62%
2	13	0,05	76,41%
0	14	0,05	96,63%
1	14	0,05	95,07%
2	14	0,05	94,53%
0	15	0,05	96,12%
1	15	0,05	97,28%
2	15	0,05	94,57%
0	16	0,05	95,51%
1	16	0,05	95,07%
2	16	0,05	94,53%
0	17	0,05	96,12%
1	17	0,05	95,07%
2	17	0,05	93,99%
0	18	0,05	96,12%
1	18	0,05	95,62%
2	18	0,05	95,65%
0	19	0,05	96,16%
1	19	0,05	96,7%
2	19	0,05	97,28%
0	20	0,05	96,12%
1	20	0,05	96,16%
2	20	0,05	96,74%
0	21	0,05	96,67%
1	21	0,05	93,95%
2	21	0,05	96,2%
0	22	0,05	95,04%
1	22	0,05	96,7%
2	22	0,05	95%
0	23	0,05	96,12%
1	23	0,05	96,7%
2	23	0,05	96,16%
0	24	0,05	97,21%
1	24	0,05	97,28%
2	24	0,05	95,65%

