Error Threshold	Hidden Size = 8	Hidden Size = 9	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24
0.2	0.5047619047619047	0.5611111111111111	0.5878306878306879	0.5674603174603174	0.5714285714285714	0.576984126984127	0.5658730158730159	0.5322751322751322	0.588095238095238	0.5486772486772487	0.5388888888888889	0.56005291005291	0.5653439153439153	0.5873015873015874	0.5812169312169311	0.5492063492063493	0.5605820105820105	
0.15000000000000002	0.6052910052910053	0.658994708994709	0.6272486772486774	0.5931216931216932	0.6203703703703705	0.5722222222222222	0.6206349206349207	0.6097883597883597	0.5537037037037037	0.6153439153439153	0.5542328042328042	0.593121693121693	0.5764550264550264	0.6044973544973545	0.5656084656084657	0.5605820105820106	0.5878306878306878	
0.10000000000000002	0.5767195767195769	0.5484126984126985	0.5830687830687831	0.6814814814814816	0.6367724867724869	0.6044973544973544	0.6314814814814814	0.6153439153439153	0.67010582010582	0.6150793650793651	0.6256613756613756	0.6375661375661377	0.5822751322751322	0.6526455026455025	0.6203703703703703	0.6375661375661374	0.6370370370370372	
0.05000000000000002	0.5992063492063492	0.5981481481481482	0.6365079365079366	0.6100529100529102	0.5997354497354499	0.580952380952381	0.6320105820105819	0.603968253968254	0.6693121693121693	0.6592592592592592	0.6753968253968253	0.681216931216931	0.6362433862433863	0.5806878306878308	0.6261904761904762	0.625925925925926	0.5973544973544973	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	8	0.2	52.38%
1	8	0.2	61.9%
2	8	0.2	55%
3	8	0.2	40%
4	8	0.2	70%
5	8	0.2	55%
6	8	0.2	30%
7	8	0.2	45%
8	8	0.2	45%
0	9	0.2	38.1%
1	9	0.2	61.9%
2	9	0.2	65%
3	9	0.2	45%
4	9	0.2	60%
5	9	0.2	60%
6	9	0.2	45%
7	9	0.2	70%
8	9	0.2	60%
0	10	0.2	61.9%
1	10	0.2	57.14%
2	10	0.2	65%
3	10	0.2	50%
4	10	0.2	60%
5	10	0.2	60%
6	10	0.2	55%
7	10	0.2	65%
8	10	0.2	55%
0	11	0.2	28.57%
1	11	0.2	57.14%
2	11	0.2	65%
3	11	0.2	50%
4	11	0.2	70%
5	11	0.2	55%
6	11	0.2	55%
7	11	0.2	80%
8	11	0.2	50%
0	12	0.2	66.67%
1	12	0.2	47.62%
2	12	0.2	50%
3	12	0.2	50%
4	12	0.2	60%
5	12	0.2	55%
6	12	0.2	60%
7	12	0.2	65%
8	12	0.2	60%
0	13	0.2	52.38%
1	13	0.2	61.9%
2	13	0.2	45%
3	13	0.2	60%
4	13	0.2	60%
5	13	0.2	70%
6	13	0.2	50%
7	13	0.2	65%
8	13	0.2	55%
0	14	0.2	52.38%
1	14	0.2	61.9%
2	14	0.2	55%
3	14	0.2	50%
4	14	0.2	60%
5	14	0.2	60%
6	14	0.2	55%
7	14	0.2	60%
8	14	0.2	55%
0	15	0.2	57.14%
1	15	0.2	61.9%
2	15	0.2	65%
3	15	0.2	50%
4	15	0.2	40%
5	15	0.2	50%
6	15	0.2	40%
7	15	0.2	60%
8	15	0.2	55%
0	16	0.2	47.62%
