Error Threshold	Hidden Size = 8	Hidden Size = 9	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24
0.2	0.5718637992831541	0.5664874551971326	0.4621863799283154	0.5607526881720429	0.560931899641577	0.5607526881720429	0.5548387096774193	0.5498207885304659	0.5553763440860214	0.5498207885304659	0.5449820788530465	0.5883512544802868	0.6100358422939067	0.5503584229390681	0.5659498207885304	0.5668458781362008	0.5664874551971326	
0.15000000000000002	0.6163082437275985	0.6100358422939067	0.571863799283154	0.6267025089605736	0.6704301075268817	0.6053763440860215	0.5722222222222222	0.6267025089605736	0.6103942652329749	0.5775985663082437	0.6044802867383512	0.6259856630824373	0.6096774193548388	0.6315412186379928	0.5670250896057348	0.5992831541218637	0.6051971326164874	
0.10000000000000002	0.6378136200716845	0.6053763440860215	0.6374551971326164	0.5878136200716847	0.6376344086021506	0.632616487455197	0.6209677419354839	0.6100358422939068	0.6759856630824372	0.6163082437275986	0.6048387096774194	0.6161290322580645	0.6318996415770609	0.5989247311827958	0.6491039426523297	0.6154121863799283	0.6039426523297491	
0.05000000000000002	0.6043010752688172	0.6379928315412186	0.6485663082437276	0.6211469534050179	0.6263440860215054	0.6046594982078853	0.5987455197132617	0.6202508960573476	0.59336917562724	0.5989247311827958	0.6100358422939068	0.5992831541218638	0.6044802867383513	0.6539426523297491	0.6163082437275986	0.64336917562724	0.5881720430107527	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	8	0.2	51.61%
1	8	0.2	54.84%
2	8	0.2	46.67%
3	8	0.2	50%
4	8	0.2	76.67%
5	8	0.2	63.33%
0	9	0.2	45.16%
1	9	0.2	58.06%
2	9	0.2	36.67%
3	9	0.2	53.33%
4	9	0.2	73.33%
5	9	0.2	73.33%
0	10	0.2	45.16%
1	10	0.2	35.48%
2	10	0.2	36.67%
3	10	0.2	53.33%
4	10	0.2	53.33%
5	10	0.2	53.33%
0	11	0.2	41.94%
1	11	0.2	64.52%
2	11	0.2	40%
3	11	0.2	53.33%
4	11	0.2	70%
5	11	0.2	66.67%
0	12	0.2	48.39%
1	12	0.2	54.84%
2	12	0.2	40%
3	12	0.2	46.67%
4	12	0.2	70%
5	12	0.2	76.67%
0	13	0.2	48.39%
1	13	0.2	58.06%
2	13	0.2	40%
3	13	0.2	50%
4	13	0.2	66.67%
5	13	0.2	73.33%
0	14	0.2	54.84%
1	14	0.2	58.06%
2	14	0.2	36.67%
3	14	0.2	50%
4	14	0.2	66.67%
5	14	0.2	66.67%
0	15	0.2	45.16%
1	15	0.2	58.06%
2	15	0.2	43.33%
3	15	0.2	46.67%
4	15	0.2	66.67%
5	15	0.2	70%
0	16	0.2	51.61%
1	16	0.2	51.61%
2	16	0.2	36.67%
3	16	0.2	53.33%
4	16	0.2	70%
5	16	0.2	70%
0	17	0.2	48.39%
1	17	0.2	54.84%
2	17	0.2	36.67%
3	17	0.2	50%
4	17	0.2	70%
5	17	0.2	70%
0	18	0.2	41.94%
1	18	0.2	48.39%
2	18	0.2	40%
3	18	0.2	56.67%
4	18	0.2	63.33%
5	18	0.2	76.67%
0	19	0.2	48.39%
1	19	0.2	61.29%
2	19	0.2	40%
3	19	0.2	46.67%
4	19	0.2	80%
5	19	0.2	76.67%
0	20	0.2	54.84%
1	20	0.2	64.52%
2	20	0.2	43.33%
3	20	0.2	60%
4	20	0.2	66.67%
5	20	0.2	76.67%
0	21	0.2	41.94%
1	21	0.2	51.61%
2	21	0.2	43.33%
3	21	0.2	50%
4	21	0.2	70%
5	21	0.2	73.33%
0	22	0.2	51.61%
1	22	0.2	61.29%
2	22	0.2	40%
3	22	0.2	50%
4	22	0.2	66.67%
5	22	0.2	70%
0	23	0.2	51.61%
1	23	0.2	45.16%
2	23	0.2	40%
3	23	0.2	60%
4	23	0.2	73.33%
5	23	0.2	70%
0	24	0.2	45.16%
1	24	0.2	58.06%
2	24	0.2	46.67%
3	24	0.2	53.33%
4	24	0.2	70%
5	24	0.2	66.67%
0	8	0.15	48.39%
1	8	0.15	58.06%
2	8	0.15	56.67%
3	8	0.15	60%
4	8	0.15	70%
5	8	0.15	76.67%
0	9	0.15	67.74%
1	9	0.15	51.61%
2	9	0.15	50%
3	9	0.15	63.33%
4	9	0.15	66.67%
5	9	0.15	66.67%
0	10	0.15	61.29%
1	10	0.15	45.16%
2	10	0.15	56.67%
3	10	0.15	50%
4	10	0.15	63.33%
5	10	0.15	66.67%
0	11	0.15	58.06%
1	11	0.15	61.29%
2	11	0.15	56.67%
3	11	0.15	56.67%
4	11	0.15	73.33%
5	11	0.15	70%
0	12	0.15	61.29%
1	12	0.15	70.97%
2	12	0.15	56.67%
3	12	0.15	60%
4	12	0.15	73.33%
5	12	0.15	80%
0	13	0.15	58.06%
1	13	0.15	45.16%
2	13	0.15	50%
3	13	0.15	60%
4	13	0.15	76.67%
5	13	0.15	73.33%
0	14	0.15	51.61%
1	14	0.15	48.39%
2	14	0.15	53.33%
3	14	0.15	56.67%
4	14	0.15	70%
5	14	0.15	63.33%
0	15	0.15	61.29%
1	15	0.15	58.06%
2	15	0.15	56.67%
3	15	0.15	60%
4	15	0.15	70%
5	15	0.15	70%
0	16	0.15	58.06%
1	16	0.15	54.84%
2	16	0.15	53.33%
3	16	0.15	63.33%
4	16	0.15	66.67%
5	16	0.15	70%
0	17	0.15	48.39%
