Error Threshold	Hidden Size = 8	Hidden Size = 9	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24
0.2	0.6700000000000002	0.7054545454545456	0.66	0.7236363636363636	0.6972727272727274	0.6881818181818182	0.7054545454545456	0.6781818181818182	0.7063636363636365	0.6700000000000002	0.7054545454545456	0.6700000000000002	0.7154545454545456	0.6881818181818182	0.6972727272727275	0.6872727272727273	0.6972727272727275	
0.15000000000000002	0.7518181818181819	0.760909090909091	0.7700000000000001	0.78	0.770909090909091	0.7527272727272728	0.7972727272727274	0.7700000000000001	0.6790909090909091	0.7700000000000001	0.7527272727272728	0.7427272727272729	0.7981818181818182	0.761818181818182	0.7618181818181818	0.7518181818181819	0.78	
0.10000000000000002	0.6618181818181819	0.7436363636363638	0.7245454545454546	0.7772727272727273	0.6881818181818182	0.7400000000000001	0.7972727272727274	0.7345454545454546	0.7518181818181818	0.760909090909091	0.7354545454545456	0.7518181818181818	0.7690909090909092	0.7518181818181819	0.7536363636363638	0.8345454545454546	0.7327272727272728	
0.05000000000000002	0.780909090909091	0.7072727272727273	0.7536363636363637	0.7072727272727273	0.7536363636363638	0.6763636363636365	0.7890909090909092	0.7890909090909092	0.7627272727272729	0.7154545454545456	0.7172727272727274	0.7900000000000001	0.7436363636363637	0.7890909090909092	0.7218181818181819	0.7063636363636363	0.7618181818181818	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	8	0.2	63.64%
1	8	0.2	72.73%
2	8	0.2	54.55%
3	8	0.2	72.73%
4	8	0.2	81.82%
5	8	0.2	81.82%
6	8	0.2	45.45%
7	8	0.2	54.55%
8	8	0.2	72.73%
9	8	0.2	70%
0	9	0.2	72.73%
1	9	0.2	63.64%
2	9	0.2	72.73%
3	9	0.2	72.73%
4	9	0.2	72.73%
5	9	0.2	90.91%
6	9	0.2	72.73%
7	9	0.2	54.55%
8	9	0.2	72.73%
9	9	0.2	60%
0	10	0.2	63.64%
1	10	0.2	63.64%
2	10	0.2	63.64%
3	10	0.2	72.73%
4	10	0.2	72.73%
5	10	0.2	63.64%
6	10	0.2	72.73%
7	10	0.2	54.55%
8	10	0.2	72.73%
9	10	0.2	60%
0	11	0.2	72.73%
1	11	0.2	72.73%
2	11	0.2	72.73%
3	11	0.2	81.82%
4	11	0.2	72.73%
5	11	0.2	81.82%
6	11	0.2	72.73%
7	11	0.2	54.55%
8	11	0.2	81.82%
9	11	0.2	60%
0	12	0.2	63.64%
1	12	0.2	63.64%
2	12	0.2	54.55%
3	12	0.2	81.82%
4	12	0.2	72.73%
5	12	0.2	81.82%
6	12	0.2	72.73%
7	12	0.2	63.64%
8	12	0.2	72.73%
9	12	0.2	70%
0	13	0.2	63.64%
1	13	0.2	72.73%
2	13	0.2	54.55%
3	13	0.2	81.82%
4	13	0.2	72.73%
5	13	0.2	81.82%
6	13	0.2	63.64%
7	13	0.2	54.55%
8	13	0.2	72.73%
9	13	0.2	70%
0	14	0.2	72.73%
1	14	0.2	72.73%
2	14	0.2	63.64%
3	14	0.2	72.73%
