Error Threshold	Hidden Size = 8	Hidden Size = 9	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24
0.2	0.6820054945054945	0.6826923076923077	0.6723901098901098	0.6744505494505494	0.7101648351648351	0.6641483516483516	0.6627747252747254	0.6813186813186813	0.7101648351648352	0.6929945054945054	0.6826923076923077	0.6826923076923077	0.7197802197802199	0.7197802197802199	0.6723901098901099	0.7005494505494505	0.6806318681318682	
0.15000000000000002	0.7712912087912088	0.7994505494505494	0.7815934065934066	0.7651098901098902	0.742445054945055	0.7616758241758241	0.8076923076923077	0.7362637362637362	0.7616758241758241	0.8173076923076923	0.7623626373626374	0.7905219780219781	0.7623626373626374	0.7898351648351649	0.7809065934065933	0.7438186813186813	0.8076923076923077	
0.10000000000000002	0.7918956043956045	0.7067307692307692	0.8097527472527473	0.8083791208791209	0.7561813186813187	0.7548076923076923	0.7541208791208791	0.8097527472527473	0.7809065934065934	0.7548076923076923	0.7637362637362637	0.7348901098901099	0.7822802197802199	0.7637362637362638	0.7362637362637363	0.7451923076923077	0.8001373626373627	
0.05000000000000002	0.7815934065934067	0.7287087912087912	0.6991758241758241	0.7623626373626373	0.7472527472527473	0.7348901098901099	0.7719780219780219	0.8001373626373627	0.7623626373626373	0.7383241758241758	0.7458791208791209	0.7994505494505494	0.7699175824175825	0.7149725274725275	0.7719780219780219	0.7541208791208791	0.7809065934065934	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	8	0.2	71.43%
1	8	0.2	64.29%
2	8	0.2	64.29%
3	8	0.2	42.86%
4	8	0.2	64.29%
5	8	0.2	84.62%
6	8	0.2	76.92%
7	8	0.2	76.92%
0	9	0.2	71.43%
1	9	0.2	64.29%
2	9	0.2	64.29%
3	9	0.2	42.86%
4	9	0.2	57.14%
5	9	0.2	92.31%
6	9	0.2	76.92%
7	9	0.2	76.92%
0	10	0.2	71.43%
1	10	0.2	64.29%
2	10	0.2	64.29%
3	10	0.2	42.86%
4	10	0.2	64.29%
5	10	0.2	69.23%
6	10	0.2	76.92%
7	10	0.2	84.62%
0	11	0.2	71.43%
1	11	0.2	64.29%
2	11	0.2	64.29%
3	11	0.2	35.71%
4	11	0.2	50%
5	11	0.2	84.62%
6	11	0.2	84.62%
7	11	0.2	84.62%
0	12	0.2	71.43%
1	12	0.2	64.29%
2	12	0.2	64.29%
3	12	0.2	50%
4	12	0.2	64.29%
5	12	0.2	92.31%
6	12	0.2	76.92%
7	12	0.2	84.62%
0	13	0.2	71.43%
1	13	0.2	64.29%
2	13	0.2	64.29%
3	13	0.2	28.57%
4	13	0.2	64.29%
5	13	0.2	84.62%
6	13	0.2	76.92%
7	13	0.2	76.92%
0	14	0.2	71.43%
1	14	0.2	64.29%
2	14	0.2	64.29%
3	14	0.2	50%
4	14	0.2	57.14%
5	14	0.2	84.62%
6	14	0.2	76.92%
7	14	0.2	61.54%
0	15	0.2	71.43%
1	15	0.2	78.57%
2	15	0.2	64.29%
3	15	0.2	35.71%
4	15	0.2	64.29%
5	15	0.2	84.62%
6	15	0.2	69.23%
7	15	0.2	76.92%
0	16	0.2	71.43%
