Error Threshold	Hidden Size = 8	Hidden Size = 9	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24
0.2	0.7293577981651376	0.7064220183486238	0.7247706422018348	0.724770642201835	0.7155963302752293	0.7018348623853211	0.7201834862385321	0.7064220183486238	0.7018348623853211	0.7201834862385321	0.7201834862385321	0.7018348623853211	0.7201834862385321	0.7201834862385321	0.7110091743119267	0.7155963302752294	0.6926605504587156	
0.15000000000000002	0.8256880733944955	0.8440366972477065	0.8073394495412844	0.8211009174311927	0.834862385321101	0.8440366972477065	0.834862385321101	0.8211009174311927	0.8165137614678899	0.8302752293577982	0.8394495412844036	0.8119266055045872	0.8211009174311927	0.8027522935779816	0.8256880733944953	0.8119266055045872	0.8256880733944953	
0.10000000000000002	0.8669724770642202	0.8807339449541285	0.8853211009174312	0.7018348623853211	0.8807339449541285	0.8853211009174312	0.8761467889908257	0.8807339449541285	0.8807339449541285	0.8853211009174312	0.8669724770642202	0.8807339449541285	0.871559633027523	0.8899082568807339	0.8761467889908257	0.8761467889908257	0.8669724770642202	
0.05000000000000002	0.9495412844036697	0.9403669724770642	0.7477064220183487	0.944954128440367	0.9541284403669725	0.9541284403669725	0.9495412844036697	0.9357798165137615	0.944954128440367	0.9449541284403671	0.9449541284403671	0.9495412844036697	0.9541284403669725	0.7568807339449541	0.944954128440367	0.9495412844036697	0.9495412844036697	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	8	0.2	71.56%
1	8	0.2	74.31%
0	9	0.2	68.81%
1	9	0.2	72.48%
0	10	0.2	72.48%
1	10	0.2	72.48%
0	11	0.2	73.39%
1	11	0.2	71.56%
0	12	0.2	70.64%
1	12	0.2	72.48%
0	13	0.2	67.89%
1	13	0.2	72.48%
0	14	0.2	71.56%
1	14	0.2	72.48%
0	15	0.2	72.48%
1	15	0.2	68.81%
0	16	0.2	68.81%
1	16	0.2	71.56%
0	17	0.2	71.56%
1	17	0.2	72.48%
0	18	0.2	72.48%
1	18	0.2	71.56%
0	19	0.2	69.72%
1	19	0.2	70.64%
0	20	0.2	72.48%
1	20	0.2	71.56%
0	21	0.2	71.56%
1	21	0.2	72.48%
0	22	0.2	72.48%
1	22	0.2	69.72%
0	23	0.2	71.56%
1	23	0.2	71.56%
0	24	0.2	69.72%
1	24	0.2	68.81%
0	8	0.15	82.57%
1	8	0.15	82.57%
0	9	0.15	84.4%
1	9	0.15	84.4%
0	10	0.15	81.65%
1	10	0.15	79.82%
0	11	0.15	81.65%
1	11	0.15	82.57%
0	12	0.15	84.4%
1	12	0.15	82.57%
0	13	0.15	84.4%
1	13	0.15	84.4%
0	14	0.15	84.4%
1	14	0.15	82.57%
0	15	0.15	81.65%
1	15	0.15	82.57%
0	16	0.15	80.73%
1	16	0.15	82.57%
0	17	0.15	83.49%
1	17	0.15	82.57%
0	18	0.15	84.4%
1	18	0.15	83.49%
0	19	0.15	80.73%
1	19	0.15	81.65%
0	20	0.15	84.4%
1	20	0.15	79.82%
0	21	0.15	81.65%
1	21	0.15	78.9%
0	22	0.15	83.49%
1	22	0.15	81.65%
0	23	0.15	81.65%
1	23	0.15	80.73%
0	24	0.15	83.49%
1	24	0.15	81.65%
0	8	0.1	87.16%
1	8	0.1	86.24%
0	9	0.1	86.24%
1	9	0.1	89.91%
0	10	0.1	87.16%
1	10	0.1	89.91%
0	11	0.1	84.4%
1	11	0.1	55.96%
0	12	0.1	86.24%
1	12	0.1	89.91%
0	13	0.1	88.99%
1	13	0.1	88.07%
0	14	0.1	88.99%
1	14	0.1	86.24%
0	15	0.1	87.16%
1	15	0.1	88.99%
0	16	0.1	88.07%
1	16	0.1	88.07%
0	17	0.1	89.91%
1	17	0.1	87.16%
0	18	0.1	88.07%
1	18	0.1	85.32%
0	19	0.1	88.07%
1	19	0.1	88.07%
0	20	0.1	86.24%
1	20	0.1	88.07%
0	21	0.1	88.99%
1	21	0.1	88.99%
0	22	0.1	88.07%
1	22	0.1	87.16%
0	23	0.1	88.99%
1	23	0.1	86.24%
0	24	0.1	87.16%
1	24	0.1	86.24%
0	8	0.05	94.5%
1	8	0.05	95.41%
0	9	0.05	93.58%
1	9	0.05	94.5%
0	10	0.05	93.58%
1	10	0.05	55.96%
0	11	0.05	94.5%
1	11	0.05	94.5%
0	12	0.05	96.33%
1	12	0.05	94.5%
0	13	0.05	95.41%
1	13	0.05	95.41%
0	14	0.05	94.5%
1	14	0.05	95.41%
0	15	0.05	93.58%
1	15	0.05	93.58%
0	16	0.05	94.5%
1	16	0.05	94.5%
0	17	0.05	95.41%
1	17	0.05	93.58%
0	18	0.05	95.41%
1	18	0.05	93.58%
0	19	0.05	93.58%
1	19	0.05	96.33%
0	20	0.05	95.41%
1	20	0.05	95.41%
0	21	0.05	95.41%
1	21	0.05	55.96%
0	22	0.05	94.5%
1	22	0.05	94.5%
0	23	0.05	95.41%
1	23	0.05	94.5%
0	24	0.05	95.41%
1	24	0.05	94.5%

