Error Threshold	Hidden Size = 8	Hidden Size = 9	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24
0.2	0.6603835978835979	0.7162698412698413	0.7156084656084656	0.6884920634920635	0.6792328042328042	0.6613756613756614	0.6798941798941799	0.679563492063492	0.7063492063492063	0.6974206349206349	0.7066798941798942	0.6977513227513228	0.6974206349206349	0.7156084656084656	0.7063492063492063	0.7066798941798942	0.6706349206349206	
0.15000000000000002	0.7615740740740741	0.7708333333333334	0.7800925925925927	0.7893518518518519	0.7893518518518519	0.7705026455026456	0.7986111111111112	0.8167989417989417	0.7334656084656085	0.7705026455026455	0.7797619047619048	0.7989417989417988	0.7800925925925926	0.7701719576719577	0.7708333333333333	0.7705026455026455	0.7430555555555555	
0.10000000000000002	0.6421957671957672	0.7708333333333333	0.7248677248677249	0.6984126984126984	0.7615740740740741	0.6689814814814815	0.7622354497354498	0.761574074074074	0.7986111111111112	0.7612433862433863	0.7337962962962963	0.7615740740740741	0.761574074074074	0.751984126984127	0.7427248677248677	0.7619047619047619	0.7705026455026456	
0.05000000000000002	0.7791005291005291	0.7523148148148149	0.6322751322751322	0.7331349206349206	0.6891534391534391	0.7430555555555556	0.7162698412698414	0.6875	0.7886904761904763	0.724537037037037	0.6964285714285714	0.7523148148148148	0.7705026455026455	0.7986111111111112	0.6686507936507937	0.7152777777777778	0.7156084656084656	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	8	0.2	67.86%
1	8	0.2	70.37%
2	8	0.2	70.37%
3	8	0.2	55.56%
0	9	0.2	64.29%
1	9	0.2	77.78%
2	9	0.2	74.07%
3	9	0.2	70.37%
0	10	0.2	71.43%
1	10	0.2	77.78%
2	10	0.2	70.37%
3	10	0.2	66.67%
0	11	0.2	64.29%
1	11	0.2	77.78%
2	11	0.2	70.37%
3	11	0.2	62.96%
0	12	0.2	64.29%
1	12	0.2	77.78%
2	12	0.2	70.37%
3	12	0.2	59.26%
0	13	0.2	57.14%
1	13	0.2	77.78%
2	13	0.2	66.67%
3	13	0.2	62.96%
0	14	0.2	57.14%
1	14	0.2	74.07%
2	14	0.2	70.37%
3	14	0.2	70.37%
0	15	0.2	60.71%
1	15	0.2	74.07%
2	15	0.2	70.37%
3	15	0.2	66.67%
0	16	0.2	71.43%
1	16	0.2	74.07%
2	16	0.2	70.37%
3	16	0.2	66.67%
0	17	0.2	67.86%
1	17	0.2	70.37%
2	17	0.2	74.07%
3	17	0.2	66.67%
0	18	0.2	67.86%
1	18	0.2	77.78%
2	18	0.2	70.37%
3	18	0.2	66.67%
0	19	0.2	64.29%
1	19	0.2	81.48%
2	19	0.2	70.37%
3	19	0.2	62.96%
0	20	0.2	67.86%
1	20	0.2	74.07%
2	20	0.2	70.37%
3	20	0.2	66.67%
0	21	0.2	71.43%
1	21	0.2	77.78%
2	21	0.2	74.07%
3	21	0.2	62.96%
0	22	0.2	71.43%
1	22	0.2	74.07%
2	22	0.2	74.07%
3	22	0.2	62.96%
0	23	0.2	67.86%
1	23	0.2	77.78%
2	23	0.2	74.07%
3	23	0.2	62.96%
