Error Threshold	Hidden Size = 8	Hidden Size = 9	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24
0.2	0.6965811965811965	0.6780626780626782	0.6595441595441596	0.6965811965811967	0.6688034188034188	0.6965811965811965	0.6595441595441596	0.6780626780626782	0.7058404558404558	0.6873219373219375	0.6595441595441596	0.6873219373219372	0.6688034188034186	0.6317663817663819	0.6780626780626781	0.6873219373219374	0.6317663817663818	
0.15000000000000002	0.7799145299145299	0.7792022792022792	0.7435897435897436	0.7891737891737893	0.7343304843304843	0.7706552706552707	0.77991452991453	0.7706552706552707	0.7891737891737892	0.7891737891737892	0.7799145299145299	0.7336182336182336	0.7243589743589743	0.7528490028490028	0.77991452991453	0.7891737891737892	0.7613960113960113	
0.10000000000000002	0.7806267806267806	0.7713675213675214	0.7991452991452992	0.7428774928774929	0.7243589743589743	0.7984330484330485	0.7706552706552706	0.7613960113960113	0.7713675213675214	0.7528490028490028	0.7521367521367521	0.8262108262108262	0.7891737891737891	0.7792022792022792	0.7065527065527066	0.7621082621082621	0.7528490028490029	
0.05000000000000002	0.7001424501424501	0.7806267806267805	0.7514245014245015	0.7535612535612537	0.7528490028490028	0.7257834757834759	0.7706552706552707	0.7613960113960113	0.7806267806267806	0.7891737891737892	0.7799145299145298	0.7806267806267806	0.7428774928774929	0.7428774928774929	0.7428774928774929	0.7806267806267806	0.8254985754985755	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	8	0.2	76.92%
1	8	0.2	58.33%
2	8	0.2	66.67%
3	8	0.2	91.67%
4	8	0.2	75%
5	8	0.2	75%
6	8	0.2	58.33%
7	8	0.2	58.33%
8	8	0.2	66.67%
0	9	0.2	76.92%
1	9	0.2	58.33%
2	9	0.2	58.33%
3	9	0.2	83.33%
4	9	0.2	75%
5	9	0.2	83.33%
6	9	0.2	33.33%
7	9	0.2	66.67%
8	9	0.2	75%
0	10	0.2	76.92%
1	10	0.2	58.33%
2	10	0.2	58.33%
3	10	0.2	83.33%
4	10	0.2	75%
5	10	0.2	66.67%
6	10	0.2	33.33%
7	10	0.2	66.67%
8	10	0.2	75%
0	11	0.2	76.92%
1	11	0.2	58.33%
2	11	0.2	58.33%
3	11	0.2	83.33%
4	11	0.2	75%
5	11	0.2	83.33%
6	11	0.2	50%
7	11	0.2	66.67%
8	11	0.2	75%
0	12	0.2	76.92%
1	12	0.2	58.33%
2	12	0.2	58.33%
3	12	0.2	83.33%
4	12	0.2	75%
5	12	0.2	66.67%
6	12	0.2	50%
7	12	0.2	58.33%
8	12	0.2	75%
0	13	0.2	76.92%
1	13	0.2	58.33%
2	13	0.2	66.67%
3	13	0.2	83.33%
4	13	0.2	66.67%
5	13	0.2	58.33%
6	13	0.2	66.67%
7	13	0.2	66.67%
8	13	0.2	83.33%
0	14	0.2	76.92%
1	14	0.2	58.33%
2	14	0.2	58.33%
3	14	0.2	75%
4	14	0.2	75%
5	14	0.2	58.33%
6	14	0.2	41.67%
7	14	0.2	66.67%
8	14	0.2	83.33%
0	15	0.2	76.92%
1	15	0.2	58.33%
2	15	0.2	58.33%
3	15	0.2	83.33%
4	15	0.2	75%
5	15	0.2	66.67%
6	15	0.2	50%
7	15	0.2	66.67%
8	15	0.2	75%
0	16	0.2	76.92%
1	16	0.2	58.33%
2	16	0.2	66.67%
3	16	0.2	75%
4	16	0.2	75%
5	16	0.2	75%
6	16	0.2	66.67%
7	16	0.2	66.67%
8	16	0.2	75%
