Error Threshold	Hidden Size = 8	Hidden Size = 9	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24
0.2	0.6767857142857142	0.6857142857142857	0.6952380952380952	0.7142857142857143	0.6767857142857142	0.6678571428571428	0.6779761904761905	0.650595238095238	0.7053571428571429	0.6607142857142857	0.6958333333333332	0.6964285714285714	0.6428571428571429	0.6595238095238095	0.6690476190476191	0.6761904761904762	0.6589285714285714	
0.15000000000000002	0.7327380952380952	0.7696428571428571	0.7416666666666666	0.7964285714285715	0.7321428571428571	0.805952380952381	0.7517857142857143	0.7238095238095238	0.7595238095238095	0.7678571428571429	0.7964285714285714	0.732142857142857	0.7416666666666666	0.7601190476190477	0.7678571428571429	0.7511904761904763	0.7410714285714285	
0.10000000000000002	0.7494047619047619	0.7226190476190476	0.7511904761904761	0.7160714285714285	0.7333333333333334	0.7499999999999999	0.7226190476190476	0.806547619047619	0.7696428571428572	0.7148809523809524	0.7803571428571429	0.7339285714285714	0.7976190476190477	0.7690476190476191	0.7059523809523809	0.7148809523809524	0.7601190476190477	
0.05000000000000002	0.7238095238095238	0.769047619047619	0.7166666666666667	0.7154761904761904	0.7255952380952381	0.7035714285714286	0.7232142857142856	0.7690476190476191	0.7702380952380953	0.6970238095238095	0.6958333333333332	0.7327380952380952	0.7708333333333334	0.7791666666666667	0.7970238095238095	0.761904761904762	0.7607142857142858	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	8	0.2	81.25%
1	8	0.2	68.75%
2	8	0.2	68.75%
3	8	0.2	75%
4	8	0.2	73.33%
5	8	0.2	53.33%
6	8	0.2	53.33%
0	9	0.2	87.5%
1	9	0.2	68.75%
2	9	0.2	75%
3	9	0.2	68.75%
4	9	0.2	66.67%
5	9	0.2	60%
6	9	0.2	53.33%
0	10	0.2	87.5%
1	10	0.2	62.5%
2	10	0.2	75%
3	10	0.2	75%
4	10	0.2	73.33%
5	10	0.2	60%
6	10	0.2	53.33%
0	11	0.2	87.5%
1	11	0.2	62.5%
2	11	0.2	75%
3	11	0.2	75%
4	11	0.2	73.33%
5	11	0.2	60%
6	11	0.2	66.67%
0	12	0.2	87.5%
1	12	0.2	68.75%
2	12	0.2	68.75%
3	12	0.2	68.75%
4	12	0.2	66.67%
5	12	0.2	60%
6	12	0.2	53.33%
0	13	0.2	81.25%
1	13	0.2	56.25%
2	13	0.2	75%
3	13	0.2	75%
4	13	0.2	66.67%
5	13	0.2	53.33%
6	13	0.2	60%
0	14	0.2	75%
1	14	0.2	62.5%
2	14	0.2	68.75%
3	14	0.2	75%
4	14	0.2	73.33%
5	14	0.2	53.33%
6	14	0.2	66.67%
0	15	0.2	75%
1	15	0.2	56.25%
2	15	0.2	68.75%
3	15	0.2	68.75%
4	15	0.2	73.33%
5	15	0.2	60%
6	15	0.2	53.33%
0	16	0.2	87.5%
1	16	0.2	68.75%
2	16	0.2	75%
3	16	0.2	62.5%
4	16	0.2	73.33%
5	16	0.2	60%
6	16	0.2	66.67%
0	17	0.2	75%
1	17	0.2	56.25%
2	17	0.2	68.75%
3	17	0.2	62.5%
4	17	0.2	73.33%
5	17	0.2	60%
6	17	0.2	66.67%
0	18	0.2	81.25%
1	18	0.2	68.75%
2	18	0.2	75%
3	18	0.2	68.75%
4	18	0.2	73.33%
5	18	0.2	60%
6	18	0.2	60%
0	19	0.2	81.25%
1	19	0.2	62.5%
2	19	0.2	75%
3	19	0.2	68.75%
4	19	0.2	73.33%
5	19	0.2	60%
6	19	0.2	66.67%
0	20	0.2	62.5%
1	20	0.2	56.25%
2	20	0.2	62.5%
3	20	0.2	68.75%
4	20	0.2	73.33%
5	20	0.2	60%
6	20	0.2	66.67%
0	21	0.2	81.25%
1	21	0.2	62.5%
2	21	0.2	68.75%
3	21	0.2	62.5%
4	21	0.2	73.33%
5	21	0.2	60%
6	21	0.2	53.33%
0	22	0.2	62.5%
1	22	0.2	56.25%
2	22	0.2	75%
3	22	0.2	81.25%
4	22	0.2	73.33%
5	22	0.2	53.33%
6	22	0.2	66.67%
0	23	0.2	87.5%
1	23	0.2	68.75%
2	23	0.2	68.75%
3	23	0.2	75%
4	23	0.2	66.67%
5	23	0.2	53.33%
6	23	0.2	53.33%
0	24	0.2	75%
1	24	0.2	68.75%
2	24	0.2	75%
3	24	0.2	62.5%
4	24	0.2	66.67%
5	24	0.2	60%
6	24	0.2	53.33%
0	8	0.15	75%
1	8	0.15	62.5%
2	8	0.15	81.25%
3	8	0.15	87.5%
4	8	0.15	66.67%
5	8	0.15	80%
6	8	0.15	60%
0	9	0.15	68.75%
1	9	0.15	75%
2	9	0.15	81.25%
3	9	0.15	93.75%
4	9	0.15	66.67%
5	9	0.15	93.33%
6	9	0.15	60%
0	10	0.15	75%
1	10	0.15	75%
2	10	0.15	75%
3	10	0.15	87.5%
4	10	0.15	66.67%
5	10	0.15	80%
6	10	0.15	60%
0	11	0.15	87.5%
1	11	0.15	75%
2	11	0.15	81.25%
3	11	0.15	93.75%
4	11	0.15	80%
5	11	0.15	73.33%
6	11	0.15	66.67%
0	12	0.15	81.25%
1	12	0.15	56.25%
2	12	0.15	81.25%
3	12	0.15	93.75%
4	12	0.15	60%
5	12	0.15	80%
6	12	0.15	60%
0	13	0.15	87.5%
1	13	0.15	75%
2	13	0.15	81.25%
3	13	0.15	93.75%
4	13	0.15	73.33%
5	13	0.15	86.67%
6	13	0.15	66.67%
0	14	0.15	81.25%
1	14	0.15	62.5%
2	14	0.15	75%
3	14	0.15	87.5%
4	14	0.15	73.33%
5	14	0.15	80%
6	14	0.15	66.67%
0	15	0.15	81.25%
1	15	0.15	68.75%
2	15	0.15	75%
3	15	0.15	75%
4	15	0.15	66.67%
5	15	0.15	80%
6	15	0.15	60%
0	16	0.15	75%
1	16	0.15	81.25%
2	16	0.15	75%
3	16	0.15	93.75%
4	16	0.15	80%
5	16	0.15	66.67%
6	16	0.15	60%
0	17	0.15	81.25%
1	17	0.15	75%
2	17	0.15	87.5%
3	17	0.15	93.75%
4	17	0.15	66.67%
5	17	0.15	73.33%
6	17	0.15	60%
0	18	0.15	81.25%
1	18	0.15	81.25%
2	18	0.15	81.25%
3	18	0.15	93.75%
4	18	0.15	73.33%
5	18	0.15	86.67%
6	18	0.15	60%
0	19	0.15	68.75%
1	19	0.15	75%
2	19	0.15	81.25%
3	19	0.15	87.5%
4	19	0.15	66.67%
5	19	0.15	73.33%
6	19	0.15	60%
0	20	0.15	81.25%
1	20	0.15	56.25%
2	20	0.15	87.5%
3	20	0.15	87.5%
4	20	0.15	66.67%
5	20	0.15	73.33%
6	20	0.15	66.67%
0	21	0.15	75%
1	21	0.15	68.75%
2	21	0.15	81.25%
3	21	0.15	93.75%
4	21	0.15	66.67%
5	21	0.15	80%
6	21	0.15	66.67%
0	22	0.15	81.25%
1	22	0.15	81.25%
2	22	0.15	81.25%
3	22	0.15	93.75%
4	22	0.15	66.67%
5	22	0.15	73.33%
6	22	0.15	60%
0	23	0.15	75%
1	23	0.15	62.5%
2	23	0.15	81.25%
3	23	0.15	93.75%
4	23	0.15	66.67%
5	23	0.15	80%
6	23	0.15	66.67%
0	24	0.15	68.75%
1	24	0.15	75%
2	24	0.15	87.5%
3	24	0.15	87.5%
4	24	0.15	66.67%
5	24	0.15	73.33%
6	24	0.15	60%
0	8	0.1	75%
1	8	0.1	75%
2	8	0.1	87.5%
3	8	0.1	93.75%
4	8	0.1	73.33%
5	8	0.1	53.33%
6	8	0.1	66.67%
0	9	0.1	50%
1	9	0.1	81.25%
2	9	0.1	87.5%
3	9	0.1	93.75%
4	9	0.1	73.33%
5	9	0.1	53.33%
6	9	0.1	66.67%
0	10	0.1	75%
1	10	0.1	87.5%
2	10	0.1	62.5%
3	10	0.1	87.5%
4	10	0.1	73.33%
5	10	0.1	80%
6	10	0.1	60%
0	11	0.1	81.25%
1	11	0.1	43.75%
2	11	0.1	68.75%
3	11	0.1	87.5%
4	11	0.1	73.33%
5	11	0.1	86.67%
6	11	0.1	60%
0	12	0.1	68.75%
1	12	0.1	75%
2	12	0.1	81.25%
3	12	0.1	75%
4	12	0.1	73.33%
5	12	0.1	73.33%
6	12	0.1	66.67%
0	13	0.1	81.25%
1	13	0.1	75%
2	13	0.1	75%
3	13	0.1	93.75%
4	13	0.1	80%
5	13	0.1	60%
6	13	0.1	60%
0	14	0.1	68.75%
1	14	0.1	75%
2	14	0.1	81.25%
3	14	0.1	87.5%
4	14	0.1	80%
5	14	0.1	46.67%
6	14	0.1	66.67%
0	15	0.1	81.25%
1	15	0.1	87.5%
2	15	0.1	75%
3	15	0.1	87.5%
4	15	0.1	80%
5	15	0.1	86.67%
6	15	0.1	66.67%
0	16	0.1	75%
1	16	0.1	68.75%
2	16	0.1	81.25%
3	16	0.1	93.75%
4	16	0.1	73.33%
5	16	0.1	80%
6	16	0.1	66.67%
0	17	0.1	50%
1	17	0.1	75%
2	17	0.1	81.25%
3	17	0.1	87.5%
4	17	0.1	73.33%
5	17	0.1	60%
6	17	0.1	73.33%
0	18	0.1	75%
1	18	0.1	75%
2	18	0.1	75%
3	18	0.1	81.25%
4	18	0.1	73.33%
5	18	0.1	100%
6	18	0.1	66.67%
0	19	0.1	68.75%
1	19	0.1	75%
2	19	0.1	81.25%
3	19	0.1	68.75%
4	19	0.1	80%
