Error Threshold	Hidden Size = 8	Hidden Size = 9	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24
0.2	0.5976608187134502	0.564327485380117	0.5929824561403508	0.6087719298245615	0.5646198830409357	0.6198830409356725	0.5657894736842105	0.5491228070175438	0.5871345029239766	0.6038011695906432	0.5368421052631579	0.6032163742690059	0.5809941520467836	0.5812865497076023	0.6084795321637427	0.5827485380116959	0.50906432748538	
0.15000000000000002	0.5751461988304094	0.565204678362573	0.5976608187134503	0.5473684210526315	0.5912280701754387	0.5812865497076023	0.6093567251461989	0.5970760233918128	0.5964912280701755	0.5859649122807017	0.591812865497076	0.5754385964912281	0.6090643274853802	0.6131578947368421	0.5812865497076023	0.5704678362573099	0.5877192982456141	
0.10000000000000002	0.5921052631578948	0.5926900584795322	0.6029239766081871	0.5859649122807018	0.5976608187134503	0.629824561403509	0.5692982456140351	0.6532163742690058	0.6628654970760234	0.6190058479532164	0.6137426900584796	0.5868421052631578	0.6467836257309941	0.6260233918128655	0.6312865497076023	0.5891812865497077	0.5824561403508772	
0.05000000000000002	0.642982456140351	0.6418128654970762	0.6304093567251462	0.5912280701754387	0.5763157894736842	0.576608187134503	0.636842105263158	0.6640350877192984	0.62046783625731	0.6248538011695907	0.6029239766081871	0.6035087719298246	0.6195906432748537	0.5982456140350878	0.6146198830409356	0.5871345029239766	0.6353801169590643	



Data Set	Hidden Size	Error Threshold	Accuracy0
0	8	0.2	73.68%
1	8	0.2	68.42%
2	8	0.2	61.11%
3	8	0.2	66.67%
4	8	0.2	50%
5	8	0.2	50%
6	8	0.2	44.44%
7	8	0.2	77.78%
8	8	0.2	55.56%
9	8	0.2	50%
0	9	0.2	68.42%
1	9	0.2	73.68%
2	9	0.2	38.89%
3	9	0.2	55.56%
4	9	0.2	55.56%
5	9	0.2	83.33%
6	9	0.2	33.33%
7	9	0.2	72.22%
8	9	0.2	44.44%
9	9	0.2	38.89%
0	10	0.2	63.16%
1	10	0.2	63.16%
2	10	0.2	50%
3	10	0.2	72.22%
4	10	0.2	66.67%
5	10	0.2	66.67%
6	10	0.2	33.33%
7	10	0.2	72.22%
8	10	0.2	55.56%
9	10	0.2	50%
0	11	0.2	57.89%
1	11	0.2	84.21%
2	11	0.2	61.11%
3	11	0.2	66.67%
4	11	0.2	50%
5	11	0.2	72.22%
6	11	0.2	33.33%
7	11	0.2	72.22%
8	11	0.2	50%
9	11	0.2	61.11%
0	12	0.2	68.42%
1	12	0.2	68.42%
2	12	0.2	61.11%
3	12	0.2	55.56%
4	12	0.2	50%
5	12	0.2	66.67%
6	12	0.2	38.89%
7	12	0.2	66.67%
8	12	0.2	50%
9	12	0.2	38.89%
0	13	0.2	73.68%
1	13	0.2	68.42%
2	13	0.2	50%
3	13	0.2	61.11%
4	13	0.2	55.56%
5	13	0.2	66.67%
6	13	0.2	38.89%
7	13	0.2	88.89%
8	13	0.2	66.67%
9	13	0.2	50%
0	14	0.2	52.63%
1	14	0.2	63.16%
2	14	0.2	61.11%
3	14	0.2	66.67%
4	14	0.2	55.56%
5	14	0.2	61.11%
